VPS 3.5 - List (VPX tables Only) -- Last updated: 09-02-2020	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
Triple Strike - VR Room (Williams 1975)	VR Version, VPVR, VR Room	EM	VPX	Rawd, Steely, Rascal, Randy Davis, Caligula, 3rdaxis, CKPin, Arngrim, Rosve, BorgDog, Jesperpark, HauntFreaks, Greywolf, Noah Fentz, Unclewilly, Wizards_Hat, Bob5453, JPSalas, Sabbat Moon	1.0.5	20-01-2020		FALSE	
TRON Classic (Original 2018)	Graphics and Sound MOD of Panthera (Gottlieb 1980)	SS	VPX	Xenonph, HiRez00, JPSalas, HauntFreaks, Flupper, Thalamus, Alkknowing2012, GtxJoe, DJRobX, Stat, nFozzy, BorgDog	1.02	05-06-2018	panther7	FALSE	
TRON Legacy (Limited Edition) - VR Room, Disney (Stern 2011)	VR Version, VPVR, VR Room	SS	VPX	Senseless, G5k, DJRobX, 3rdaxise, Stuzza, Caligula	1.1	22-12-2019	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)		SS	VPX	ICPjuggla	1.3f	24-10-2016	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)	Hanibals 4k Edition	SS	VPX	Hanibal2001, Freneticamnesic, Rom, Glxb, Slamtilt	1.0	21-02-2018	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)	Hanibals 4k Edition - Draifet MOD	SS	VPX	Hanibal2001, Freneticamnesic, Rom, Glxb, Slamtilt, Draifet, HauntFreaks	1.0	13-03-2018	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)	Light MOD, NPC (No PUP Code) standalone, but works with PUP Packs	SS	VPX	TerryRed, ICPJuggla, Freneticamnesic, Dozer, RustyCardores, DjRobX, HauntFreaks	1.6	24-04-2018	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)	PUP Edition - Only use included PuP files!	SS	VPX	TerryRed, NailBuster, ICPJuggla, Freneticamnesic, Rom, GLXB, SlamT1lt, RustyCardores, DJRobX, HauntFreaks	1.1	24-04-2018	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)	G5k Version	SS	VPX	G5k, DJRobX, Rusty, Tom Tower, HauntFreaks	2.2	07-06-2019	trn_174h	FALSE	
Truck Stop (Bally 1988)		SS	VPX	AgentEighty6, Sindbad, Flupper, nFozzy, BrandonLaw, Bigus1	1.1.0	02-02-2020	trucksp3	FALSE	
Turrican (Original 2018)	Retheme of The Flash LE (Original 2018)	SS	VPX	Ivantba, JPSalas, Onevox, Xenonph, DJRobX	1.4	02-03-2019		FALSE	
Twilight Zone (Bally 1993)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Ninuzzu	2.1 FSS Rev. R2.51	11-12-2018	tz_94ch or tz_94h	FALSE	
Twilight Zone (Bally 1993)	Skitso Detail MOD	SS	VPX	Skitso, Ninuzzu, Coindropper, nFozzy, JPSalas, Tom Tower, HauntFreaks, Flupper, Zany, Thalamus, nFozzy	2.0	09-02-2020	tz_94ch or tz_94h	FALSE	
Twilight Zone (Bally 1993)		SS	VPX	Ninuzzu, Coindropper, Nfozzy, JPSalas, Clark Kent, Flupper, Tom Tower, HauntFreaks, Zany, Rom, Knorr, Pacdude	2.1	10-03-2019	tz_94ch or tz_94h	FALSE	
Twilight Zone - BW (Bally 1993)	BW (Black and White)	SS	VPX	HauntFreaks, Ninuzzu, Tom Tower, Znogen, Mr. J	2.1	23-07-2018	tz_94ch or tz_94h	FALSE	
Twilight Zone - VR Room (Bally 1993)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Ninuzzu, coindropper, nFozzy, JPSalas, Tom Tower, Hauntfreaks, Flupper, Zany, Skitso, 3rdaxis, Caligula, Wildman	1.1	18-01-2020	tz_94ch or tz_94h	FALSE	
Twister (Sega 1996)		SS	VPX	DJRobX, Francisco666, 32assassin, nFozzy, Rothbauerw, Flupper	1.1	28-11-2019	twst_405	FALSE	
Twister (Sega 1996)	Future Pinball to Visual Pinball conversion	SS	VPX	Francisco666, 32assassin, Arngrim, Xio, TheWool, JimmyFingers, Zany	1.0	16-02-2019	twst_405	FALSE	
TX-Sector (Gottlieb 1988)	Dozer MOD	SS	VPX	Roccodimarco, Balater, Thalamus, Dozer, Destruk	1.1	14-01-2020	txsector	FALSE	
TX-Sector (Gottlieb 1988)		SS	VPX	Balater, Mike Da Spike, 32assassin, 3rdaxis, Thalamus	1.31	24-01-2020	txsector	FALSE	
TX-Sector (Gottlieb 1988)		SS	VPX	Dozer316, Destruk	1.0	16-01-2016	txsector	FALSE	
U-Foes (Original 2019)		EM	VPX	Rosve, The Loafer, Thalamus	2.0	19-08-2019		FALSE	
Vector (Bally 1982)		SS	VPX	32assassin, Sindbad	1.1	01-04-2017	vector	FALSE	
Vector (Bally 1982)		SS	VPX	Schreibi34, Sindbad, Randr, Arngrim, TheLoafer, JPSalas, Ninuzzu, Wed21, HauntFreaks, DjRobX	1.2	26-07-2018	vector	FALSE	
Vegas (Taito do Brasil 1978)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, AKiles5000, Allknowing2012, Markrock76, Pmax65	2.0.0	13-12-2019	vegast	FALSE	
Verne's World (Spinball S.A.L. 1996)		SS	VPX	Freneticamnesic	082516a	25-08-2016	vrnwrld	FALSE	
Victory (Gottlieb 1987)		SS	VPX	Sindbad, Schreibi34, Wed21, Flupper, The Loafer, JPSalas, Zany, Noah, HauntFreaks, Ninuzzu	2.0.1	22-07-2018	victory	FALSE	
Viking (Bally 1980)		SS	VPX	Bord, Arngrim, Rothbauerw	2.0	14-03-2019	vikingb	FALSE	
Viking King (LTD 1979)		SS	VPX	Mfuegemann, Carlos Guizzo, Joao Pedras, Gaston	1.0	29-12-2019	vikngkng	FALSE	
Viper (Stern 1981)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, JPSalas, Bord	1.0.0 FSS Rev. R2.51	26-11-2018	viper	FALSE	
Viper (Stern 1981)		SS	VPX	JPSalas, Akiles50000, StrangeLeo72	1.1.1	07-02-2018	viper	FALSE	
Visual Pinball 10.4 Nudge Test and Calibration Table (Original 2017)		SS	VPX	DJRobX	1.0	29-11-2017		FALSE	
Volcano (Gottlieb 1981)	Bigus MOD	SS	VPX	Bigus, Allknowing2012, PataTrox, Luvthatapex, Destruk, HauntFreaks, Mike da Spike	1.2	22-07-2019	vlcno_ax	FALSE	
Volcano (Gottlieb 1981)		SS	VPX	Allknowing2012, 32assassin, Hauntfreaks, Arngrim	1.04	20-03-2016	vlcno_ax	FALSE	
Volley (Taito do Brasil 1981)		SS	VPX	JPSalas, Akiles50000, Gerson Cordeiro, Carlos Guizzo, Stat, Editoy	2.0.0	12-01-2020	voleybal	FALSE	
Volley (Gottlieb 1976)		EM	VPX	Loserman76, BodyDump, Popotte, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0a	25-12-2017		FALSE	
Voltan Escapes Cosmic Doom (Bally 1979)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Scotty VH, Bord	2.0 FSS Rev. R2.5	25-12-2018	voltan	FALSE	
Voltan Escapes Cosmic Doom (Bally 1979)		SS	VPX	Scotty VH, Arconovum, Bord	2.03	24-12-2018	voltan	FALSE	
Vortex (Taito do Brasil 1983)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	2.0.0	13-12-2019	vortex	FALSE	
VPX Foosball 2019 (Original 2019)		EM	VPX	Rascal	1.0	03-11-2019		FALSE	
VR Clean Room with Tutorial (Original 2020)	VR Version, VPVR, VR Room	SS	VPX	Drhotwing1, 3rdaxis	1.2	07-01-2020		FALSE	
VR Clean Room with Tutorial (Original 2019)		SS	VPX	Drhotwing1, 3rdaxis	1.2	03-09-2019		FALSE	
Vulcan (Gottlieb 1977)		EM	VPX	BorgDog, HauntFreaks, Sliderpoint, Hmueck	1.1	27-01-2016		FALSE	
Wade Wilson (Original 2019)	Deadpool inspired	SS	VPX	Fastdraw	1.0.0	24-10-2019		FALSE	
Walkyria (Joctronic 1986)		SS	VPX	Mfuegemann	0.1	09-02-2020		FALSE	
Warlok (Williams 1982)		SS	VPX	JPSalas	1.0.0	14-09-2019	wrlok_l3	FALSE	
Watchmen (Original 2019)		SS	VPX	Wizball, Scottywic, Vogliadicane	1.0.0	13-10-2019		FALSE	
Wheel (Maresa 1974)		EM	VPX	Loserman76, Akiles50000, JPSalas	1.0a	16-11-2019		FALSE	
Wheel Of Fortune (Stern 2007)	VP9 MOD	SS	VPX	DJRobX, Diemonik, Ninuzu, Tom Tower, Dozer, Arngrim	1.1	17-10-2017	wof_500	FALSE	
Whirlwind (Williams 1990)	Siggi's MOD	SS	VPX	Siggi, Walamab	1.0	01-01-2020		FALSE	
Whirlwind (Williams 1990)		SS	VPX	Walamab	1.4	19-10-2016		FALSE	
Whirlwind (Williams 1990)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Walamab, 32assassin, HauntFreaks	1.4 FSS Rev. R2.5	10-02-2019		FALSE	
White Water (Williams 1993)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Flupper, Dark, Lobotomy, Wrd1972, ClarkKent, DjRobX	1.0 FSS Rev. R2.5	17-11-2018	ww_lh6	FALSE	
White Water (Williams 1993)		SS	VPX	Flupper1, JPSalas, PacDude, Dark, Clark Kent, Lobotomy, Wrd1972,  Darquayle, Knorr, DjRobX, ClarkKent	1.1	11-11-2018	ww_lh6	FALSE	
WHO dunnit (Bally 1995)		SS	VPX	Ninuzzu, DJRobX	1.0.0	10-03-2019	wd_12	FALSE	
WHO dunnit - VR Room (Bally 1995)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Ninuzzu, DJRobX, 3rdaxis, Caligula	1.1	25-12-2019	wd_12	FALSE	
Whoa Nellie! Big Juicy Melons (WhizBang Pinball 2011)	WhizBang Pinball version	SS	VPX	32assassin, Loserman76, HauntFreaks	0.9	16-09-2019		FALSE	
Whoa Nellie! Big Juicy Melons (Stern 2015)		SS	VPX	HauntFreaks, Dids666, BorgDog, Scott, Batch	2.1.4	16-01-2018		FALSE	
Whoa Nellie! Big Juicy Melons (Stern 2015)	Nude MOD	SS	VPX	Editoy	1.0	27-05-2018		FALSE	
Wild Fyre (Stern 1978)		SS	VPX	32assassin	0.9	21-04-2019	wildfyre	FALSE	
Wild Life (Gottlieb 1972)		EM	VPX	Loserman76, GNance, Popotte, WIldman, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a	31-12-2017		FALSE	
Wild Wild West (Gottlieb 1969)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
Wipe Out (Gottlieb 1993)		SS	VPX	Kiwi, Edizzle,Akiles50000,  Ninuzzu, Dark, JPSalas, Drybonz, Gtxjoe, Zany, JimmyFingers, Arngrim, DJRobX, Rothbauerw, Flupper1	1.1.0	12-01-2020	wipeout	FALSE	
Wipe Out (Gottlieb 1993)		SS	VPX	Edizzle, Kiwi, Ninuzzu, Dark, Akiles50000, JPSalas, Drybonz, Gtxjoe, Zany, Arngrim, DJRobX, Flupper1	1.0.0	24-04-2019	wipeout	FALSE	
Wizard of Oz (Original 2018)		SS	VPX	Ckpin, SliderPoint, Mfuegemann, Stat, JPSalas, Nailbuster, EmBee, Tarcisio	20181230_02	31-12-2018		FALSE	
Wizard of Oz - VR Room (Original 2018)	VR Version, VPVR, VR Room	SS	VPX	Drhotwing1, Ckpin	1.0	07-01-2020		FALSE	
Wizard! (Bally 1975)		EM	VPX	Pinball58	1.03	20-03-2019		FALSE	
Wolfenstein 3D (Original 2015)		SS	VPX	Onemanproject, Reggio Demasi	1.15	27-05-2019		FALSE	
World Cup (Williams 1978)		SS	VPX	JPSalas	1.0.0	17-12-2017	wldcp_l1	FALSE	
World Cup Soccer (Bally 1994)		SS	VPX	Alessio	1.2	17-09-2017	wcs_l2	FALSE	
World Poker Tour (Stern 2006)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Freneticamnesic, Arngrim	1.1 FSS Rev. R2.5	15-11-2018	wpt_140a	FALSE	
World Poker Tour (Stern 2006)		SS	VPX	Freneticamnesic, Stat	062018a	21-06-2018	wpt_140a	FALSE	
World Series (Gottlieb 1972)		EM	VPX	Loserman76, GNance	1.0	01-06-2019		FALSE	
World's Fair Jig-Saw (Rock-ola 1933)		PM	VPX	Randr	Wip30	05-08-2016		FALSE	
WOW Monopoly (Original 2015)		SS	VPX	JPSalas	1.2.0	31-12-2016		FALSE	
WWF Royal Rumble (Data East 1994)	Bigus MOD	SS	VPX	Bigus1, 32assassin, Freneticamnesic	1.0	20-08-2019	wwfr_106	FALSE	
WWF Royal Rumble (Data East 1994)		SS	VPX	32assassin, Freneticamnesic, Dark	2.1	02-08-2019	wwfr_106	FALSE	
X-Men (Pro) (Stern 2012)	Future Pinball to Visual Pinball conversion	SS	VPX	Freneticamnesic	030417a	05-03-2017	xmn_151	FALSE	
X-Men LE (Stern 2012)		SS	VPX	HauntFreaks, Freneticamnesic, ICPjuggla, DJrobX, Bord	1.0.3	03-10-2017	xmn_151h	FALSE	
X-Men LE - VR Room (Stern 2012)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Freneticamnesic,  ICPjuggla, HauntFreaks, DJrobX, Bord, 3rdaxis, Caligula	1.0	19-01-2020	xmn_151h	FALSE	
X's & O's (Bally 1984)		SS	VPX	32assassin	2.0	21-06-2019	xsandos	FALSE	
Xenon (Bally 1980)		SS	VPX	JPSalas	1.2.0	31-12-2016	xenon	FALSE	
Xenon (Bally 1980)	JP MOD	SS	VPX	JPSalas, HauntFreaks, Bord, nFozzy	1.2.4	23-10-2017	xenon	FALSE	
Young Frankenstein (Original 2016)	Don't forget to view 'ReadMe To INSTALL.txt'. The Mega URL that's mentioned in there contains the UltraDMD folder you need.	SS	VPX	Gabrom	2.0	11-08-2016		FALSE	
Zarza (Taito do Brasil 1982)		SS	VPX	JPSalas, Carlos Guizzo, Luiz Culik, Akiles5000, Pmax65	2.0.0	13-12-2019	zarza	FALSE	
Zeke's Peak (Taito 1984)		SS	VPX	32assassin, Mfuegemann, Aldiode, Zany, Gtxjoe	0.9	01-08-2019	zeakpeak	FALSE	
Zip-A-Doo (Bally 1970)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
Zira (Playmatic 1980)		SS	VPX	Mfuegemann	1.0	24-11-2017	zira	FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
								FALSE	
