Table Name (Manufacturer Year)	Manufacturer	Year	Theme	Player(s)	IPDB Number	Description(s)	Type	VP Version	Table URL	Table Author(s)	Table Version	Table Date
Sheriff (Gottlieb 1971)	Gottlieb	1971	American West - Law Enforcement	4	2116		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Popotte, Arngrim	3.0	2015-08-27
Ship Ahoy (Gottlieb 1976)	Gottlieb	1976	Adventure - Pirates	1	2119		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, GNance, Allknowing2012	1.0	2019-01-20
Ship-Mates (Gottlieb 1964)	Gottlieb	1964	Nautical - Sailing - Military	4	2120		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, GNance, Bord, Editoy	1.0a	2020-06-23
Shock (Taito do Brasil 1979)	Taito do Brasil	1979		4	4573		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	2.0.0	2019-12-13
Shooting the Rapids (Zaccaria 1979)	Zaccaria	1979		4	3606		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Destruk, Gerhard	1.3	2016-02-11
Shovel Knight (Original 2017)	Original	2017					SS	VPX	https://vpinball.com/VPBdownloads/	Wizball, Arngrim	1.0.1	2020-09-22
Shrek (Stern 2008)	Stern	2008	Licensed Theme - Fictional - Animated	4	5301		SS	VPX	http://vpuniverse.com/forums/files/category/82-visual-pinball-10-tables/	Ninuzzu, Tom Tower, Groni, Comicalman, Arngrum, Freneticamnesic, DJRobX, Glxb	1.0	2019-05-04
Shrek - [VR] (Stern 2008)	Stern	2008	Licensed Theme - Fictional - Animated	4	5301	VR Version, VPVR, VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Arvid, Ninuzzu, Tom Tower	1.0.0	2020-06-07
Shuffle Inn (Williams 1989)	Williams	1989	Arcade - Bowler		17771	Arcade - Bowler	SS	VPX	https://vpinball.com/VPBdownloads/	Rascal	1.0	2019-09-20
Silent Night Deadly Night (Original 2016)	Original	2016					SS	VPX	https://www.vpforums.org/index.php?app=downloads	TheGhost787	1.0	2016-12-11
Silver (Gottlieb 1957)	Gottlieb	1957	American West	1	2144		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Fratazzo, JPSalas	1.1	2014-07-04
Silver Line (Billport 1970)	Billport	1970					EM	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Paturlas	1.0.1	2019-02-01
Silver Slugger (Gottlieb 1990)	Gottlieb	1990	Sports - Baseball	4	2152		SS	VPX	https://vpinball.com/VPBdownloads/	BorgDog, Bodydump, DCrosby, Schreibi34, Bord	0.95	2019-06-10
Silver Slugger (Gottlieb 1990)	Gottlieb	1990	Sports - Baseball	4	2152	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Morttis, BorgDog, Arconovum	0.95 - Rev. 1.0 [FSS]	2020-07-29
Silver Slugger (Gottlieb 1990)	Gottlieb	1990	Sports - Baseball	4	2152		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Destruk, Tab	1.2	2015-02-24
Silverball Mania (Bally 1980)	Bally	1980	Sports - Pinball - Fantasy	4	2156	MOD of 32assassin's Silverball Mania (Bally 1980)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	Roccodimarco, 32assassin, Ezepo, Destruk, Uncle Reamus, Arngrim, Aldiode, Arconovum	1.2	2020-05-01
Silverball Mania (Bally 1980)	Bally	1980	Sports - Pinball - Fantasy	4	2156		SS	VPX	https://www.vpforums.org/index.php?app=downloads	32assassin, Ezepo, Destruk, Uncle Reamus	2.0	2016-02-10
Silverball Mania (Bally 1980)	Bally	1980	Sports - Pinball - Fantasy	4	2156	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Arconovum, 32assassin, Ezepo, Destruk, Uncle Reamus	2.0 FSS Rev. R2.5	2019-02-06
Sinbad (Gottlieb 1978)	Gottlieb	1978	Fantasy - Myth and Legend	4	2159	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Arconovum, Kruge99, Pinuck	1.0.0 FSS Rev. R2.5	2018-11-16
Sinbad (Gottlieb 1978)	Gottlieb	1978	Fantasy - Myth and Legend	4	2159		SS	VPX	https://www.vpforums.org/index.php?app=downloads	Kruge99	1.0.0	2016-04-17
Sing Along (Gottlieb 1967)	Gottlieb	1967	Music - Singing	1	2160		EM	VPX	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0a	2017-12-25
Sing Along (Gottlieb 1967)	Gottlieb	1967	Music - Singing	1	2160		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Arngrim	1.0a	2015-12-19
Sir Lancelot (Peyper 1994)	Peyper	1994	Medievel Knights		4949		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Mfuegemann	1.1	2016-04-02
Skate And Destroy (Original 2019)	Original	2019		4		MOD of JPSalas's Radical! (Bally 1990)	SS	VPX	https://vpinball.com/VPBdownloads/	Kenji, JPSalas	1.0	2019-12-29
Skateball (Bally 1980)	Bally	1980	Sports - Skateboard	4	2170		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas	1.0.3	2017-11-06
Skateball (Bally 1980)	Bally	1980	Sports - Skateboard	4	2170		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Gtxjoe	1.0	2014-05-24
Skateball (Bally 1980)	Bally	1980	Sports - Skateboard	4	2170	Detail MOD	SS	VPX	https://vpinball.com/VPBdownloads/	JPSalas, HauntFreaks	1.0.4	2018-05-19
Skateboard (Inder 1980)	Inder	1980	Sports - Skateboarding	4	4479		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Akiles50000, Perimaton, Inderman, Gaston, Mfuegemann, Kiwi, Rajo Joey, Pmax65	1.1.0	2020-01-10
Ski Jump (Zaccaria 1978)	Zaccaria	1978	Winter - Skiing	1	3637		SS	VP9	https://www.vpforums.org/index.php?app=downloads	LuvThatApex, Destruk, JPSalas	1.0.0	2011-09-24
Skipper (Gottlieb 1969)	Gottlieb	1969	Water Sports	4	2189		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, GNance	1.0	2019-06-21
Skittles (Original 2019)	Original	2019					EM	VPX	https://www.vpforums.org/index.php?app=downloads	Segovia11, Joseph Gofton	1.35	2020-10-01
Skrillex (Original 2012)	Original	2012					SS	VP9	https://www.vpforums.org/index.php?app=downloads	Aaron James, JPSalas, Destruk, Grizz, Open6l	1.3	2013-08-25
Sky Jump (Gottlieb 1974)	Gottlieb	1974	Parachuting - Sports - Skydiving	1	2195		EM	VPX	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0b	2017-12-25
Sky Jump (Gottlieb 1974)	Gottlieb	1974	Parachuting - Sports - Skydiving	1	2195		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Arngrim	2.0	2016-07-21
Sky Kings (Bally 1974)	Bally	1974	Parachuting - Sports - Skydiving	1	2196		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Rosve	1.0.0	2011-03-18
Skyrocket (Bally 1971)	Bally	1971	Happiness, Circus - Carnival	2	2204		EM	VPX	https://vpinball.com/VPBdownloads/	Rosve	1.02	2019-07-05
Skyrocket (Bally 1971)	Bally	1971	Happiness, Circus - Carnival	2	2204		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Rosve	1.0.0	2012-04-24
Slick Chick (Gottlieb 1963)	Gottlieb	1963		1	2208		EM	VPX	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0b	2017-12-31
Slick Chick (Gottlieb 1963)	Gottlieb	1963		1	2208		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Arngrim	1.0	2016-01-14
SlugFest (First Model) (Williams 1991)	Williams	1991	Sports - Baseball	2	3281		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Tab, Destruk	1.1.0	2011-09-26
Smart Set (Williams 1969)	Williams	1969	Boating - Recreation - Affluence	4	2215		EM	VPX	https://www.vpforums.org/index.php?app=downloads	Loserman76, kees	1.0	2015-08-15
Smart Set Redux (Williams 1969)	Williams	1969	Boating - Recreation - Affluence	4	2215	Remake of Smart Set (Williams 1969)	EM	VPX	https://vpinball.com/VPBdownloads/	Drybonz	1.2	2016-10-11
Smurfette (Original 2016)	Original	2016					SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, BorgDog, HauntFreaks, Arngrim	1.2.1	2017-01-07
Snake Machine (Taito do Brasil 1982)	Taito do Brasil	1982	Fantasy	4	4585		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Carlos Guizzo, Akiles5000, Pmax65	2.0.0	2019-12-13
Snake Machine (Taito do Brasil 1982)	Taito do Brasil	1982	Fantasy	4	4585		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Destruk, Tab	1.0	2015-02-17
Snow Derby (Gottlieb 1970)	Gottlieb	1970	Sports - Skiing - Snowmobiling	2	2229		EM	VPX	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0b	2018-01-02
Snow Derby (Gottlieb 1970)	Gottlieb	1970	Sports - Skiing - Snowmobiling	2	2229		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Arngrim	2.0	2016-07-21
Snow Queen (Gottlieb 1970)	Gottlieb	1970	Sports - Skiing	4	2230		EM	VPX	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0b	2018-01-02
Snow Queen (Gottlieb 1970)	Gottlieb	1970	Sports - Skiing	4	2230		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Arngrim	1.0	2016-07-21
Soccer (Gottlieb 1975)	Gottlieb	1975	Sports - Soccer	2	2233		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, Tamoore, Wildman	1.0b	2018-08-27
Soccer (Williams 1964)	Williams	1964	Sports - Soccer	1	2232		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, Bodydump, Itchigo	1.0a	2020-08-12
Soccer Kings (Zaccaria 1982)	Zaccaria	1982	Sports - Soccer	4	2235		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Eala Dubh, Sidhe, LuvThatApex, Destruk	1.1	2015-02-19
Solar City (Gottlieb 1977)	Gottlieb	1977	Fantasy	2	2237		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, Greywolf, GNance, Popotte, Noah Fentz, Wildman	1.0b	2018-08-27
Solar Fire (Williams 1981)	Williams	1981	Outer Space - Science Fiction - Space Fantasy	4	2238		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Mfuegemann	1.0	2015-02-02
Solar Ride (Gottlieb 1979)	Gottlieb	1979	Outer Space	4	2239		SS	VPX	https://www.vpforums.org/index.php?app=downloads	Jferio, J Crouch, 32assassin	1.2	2017-08-21
Solar Ride (Gottlieb 1979)	Gottlieb	1979	Outer Space	4	2239		SS	VPX	https://vpinball.com/VPBdownloads/	BorgDog, HauntFreaks, SliderPoint, nFozzy, Toxie, Fuzzel, Jferio	1.0	2017-09-17
Solar Ride (Gottlieb 1979)	Gottlieb	1979	Outer Space	4	2239		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Westworld, Lord Hiryu	1.0	2013-02-13
Solar Sailor (Original 2016)	Original	2016					SS	VPX	https://www.vpforums.org/index.php?app=downloads	Magicburrito	1.0	2016-09-02
Solar Wars (Sonic 1986)	Sonic	1986		4	3273		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Tab, Destruk	1.2.0	2011-11-14
Solids N Stripes (Williams 1971)	Williams	1971	Billiards	2	2240		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0	2018-04-24
Solitaire (Gottlieb 1967)	Gottlieb	1967	Cards - Gambling	1	2241		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, GNance	1.0	2019-04-07
Sonic The Hedgehog (Original 2005)	Original	2005				Same as Sonic The Hedgehog 2 (Original 2015) but with UltraDMD	SS	VPX	https://www.vpforums.org/index.php?app=downloads	DCrosby, Brendan Bailey, Javier1515	1.10	2019-05-23
Sonic The Hedgehog 2 (Original 2005)	Original	2005				Future Pinball conversion of Brendan Bailey's The Hedgehog 2 (2005)	SS	VPX	https://vpinball.com/VPBdownloads/	Javier, Brendan Bailey	1.01	2019-05-04
Sonic The Hedgehog Spinball (Original 2020)	Original	2020						VPX	https://www.vpforums.org/index.php?app=downloads	McSquid	1.1	2020-04-27
Sons Of Anarchy (Original 2019)	Original	2019				MOD of Metal Slug (Original 2017)	SS	VPX	https://vpinball.com/VPBdownloads/	ALDiode, Javier, Pinwizkid, Arngrim	1.2	2019-03-09
Sorcerer (Williams 1985)	Williams	1985	Fantasy - Wizard - Magic - Dragons	4	2242		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, SLAMT1LT, Scott Harvey, Carlos Gizzo, Herweh	1.0.0	2018-05-30
Sorcerer (Williams 1985)	Williams	1985	Fantasy - Wizard - Magic - Dragons	4	2242	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Morttis, JPSalas, Arconovum, HauntFreaks	1.0.0 - rev.1.0 [D&N][CC][FSS][SS][10.6+]	2020-09-21
Sorcerer (Williams 1985)	Williams	1985	Fantasy - Wizard - Magic - Dragons	4	2242		SS	VP9	https://www.vpforums.org/index.php?app=downloads	UncleReamus, Noah Fentz	1.1.0	2011-09-03
Sorcerer (Williams 1985)	Williams	1985	Fantasy - Wizard - Magic - Dragons	4	2242	High Res. & BMPR Physics MOD	SS	VP9	https://www.vpforums.org/index.php?app=downloads	JimmyFingers, UncleReamus, Noah Fentz	1.1.0.1	2012-10-09
Soul Reaver (Original 2019)	Original	2019		4		Graphics and Sound MOD of JPSalas's Titan (Taito do Brasil 1982)	SS	VPX	https://vpinball.com/VPBdownloads/	Delta23, Siggi, JPSalas, Thalamus, Wildman	1.1	2020-03-24
South Park (Sega 1999)	Sega	1999	Cartoon - Licensed - Juvenilia	6	4444	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Arconovum, Knorr	1.2 FSS Rev. R2.5	2018-11-19
South Park (Sega 1999)	Sega	1999	Cartoon - Licensed - Juvenilia	6	4444		SS	VPX	https://vpdb.io/games	Knorr	1.2	2016-05-06
South Park (Sega 1999)	Sega	1999	Cartoon - Licensed - Juvenilia	6	4444	Bigus MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Bigus1, Knorr	1.0	2020-10-06
South Park - [VR] (Sega 1999)	Sega	1999	Cartoon - Licensed - Juvenilia	6	4444	VR Version, VPVR, VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Pattyg234, Knorr, Arvid	1.1	2020-06-26
Space 1999 (Original 2011)	Original	2011				Conversion of Spring Break (Gottlieb 1987)	SS	VP9	https://www.vpforums.org/index.php?app=downloads	Rosve	1.0.3	2011-10-13
Space Cadet (Microsoft 1995)	Microsoft	1995				Remake of 3D Pinball for Windows: Space Cadet (Microsoft 1995)	SS	VPX	https://vpinball.com/VPBdownloads/	Freneticamnesic	022118a	2018-02-22
Space City (Zaccaria 1979)	Zaccaria	1979	Outer Space - Science Fiction - Space Fantasy	1	3267		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Destruk, LuvThatApex	1.1	2015-05-06
Space Gambler (Playmatic 1978)	Playmatic	1978	Outer Space - Fantasy	4	2250		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Tab, Destruk	1.0.2	2011-11-02
Space Hawks (Nuova Bell Games 1986)	Nuova Bell Games	1986	Outer Space	4	3621		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Destruk, Tab	1.0	2015-02-19
Space Invaders (Bally 1980)	Bally	1980	Outer Space - Fantasy	4	2252		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Hanzoverfist, Carlos Guizzo, Josealex	1.0.1	2019-09-11
Space Invaders (Bally 1980)	Bally	1980	Outer Space - Fantasy	4	2252	FSS (Full Single Screen) MOD and also regular Fullscreen Table	SS	VPX	https://vpinball.com/VPBdownloads/	Arconovum, UncleWilly, HauntFreaks, BorgDog	1.03	2017-10-09
Space Invaders (Bally 1980)	Bally	1980	Outer Space - Fantasy	4	2252		SS	VP9	https://www.vpforums.org/index.php?app=downloads	UncleWilly	1.0.0	2010-01-08
Space Jam (Sega 1996)	Sega	1996	Sports - Basketball - Celebrities - Licensed Theme	6	3879		SS	VPX	https://www.vpforums.org/index.php?app=downloads	DevaL, Destruk, Dboyrecords, Edizzle	1.0	2020-05-09
Space Jam (Sega 1996)	Sega	1996	Sports - Basketball - Celebrities - Licensed Theme	6	3879		SS	VPX	https://vpinball.com/VPBdownloads/	Jipeji16, Edizzle, Dominique Darut, Neofr45, Chucky87, Dark, JPSalas, Rothbauer, Jlou, Fleep, Arngrim, Harlan M Russo, Sixtoe, WorkerBoy	1.4	2020-10-03
Space Jam (Sega 1996)	Sega	1996	Sports - Basketball - Celebrities - Licensed Theme	6	3879		SS	PM5	https://www.vpforums.org/index.php?app=downloads	Edizzle	1.1	2015-05-20
Space Jam - [VR] (Sega 1996)	Sega	1996	Sports - Basketball - Celebrities - Licensed Theme	6	3879	VR Version, VPVR, Minimal VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Shaggysrsg, Team JPJ, Sixtoe	1.1	2020-10-07
Space Mission (Williams 1976)	Williams	1976	Outer Space	4	2253		EM	VP9	See Spreadsheet	Unknown	1.0	2018-01-14
Space Orbit (Gottlieb 1972)	Gottlieb	1972	Outer Space	1	2255		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76	1.0	2019-04-28
Space Patrol (Taito do Brasil 1978)	Taito do Brasil	1978	Outer Space				EM	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Editoy, Carlos Guizzo	2.0.0	2019-12-13
Space Rider (Geiger 1980)	Geiger	1980	Fantasy - Outer Space	4	4018		SS	VP9	https://www.vpforums.org/index.php?app=downloads	JPSalas	1.0.0	2010-05-23
Space Riders (Atari 1978)	Atari	1978	Futuristic Travel - Motorcycles - Fantasy	4	2258		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Eaula Dubh Sidhe, Destruk	1.0	2015-02-20
Space Shuttle (Taito do Brasil 1984)	Taito do Brasil	1984	Outer Space	4	4583		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Carlos Guizzo, DanielZ, Editoy, Sepeteus, Pmax65	2.0.0	2019-12-13
Space Shuttle (Taito do Brasil 1984)	Taito do Brasil	1984	Outer Space	4	4583	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Morttis, JPSalas, Arconovum, Carlos Guizzo	2.0.0 - rev.1.0 [D&N][CC][FSS][SS][10.6+]	2020-09-08
Space Shuttle (Williams 1984)	Williams	1984	Outer Space	4	2260		SS	VPX	https://vpinball.com/VPBdownloads/	Bord, nFozzy, Rothbauerw, Gtxjoe	1.0c	2019-08-30
Space Shuttle (Williams 1984)	Williams	1984	Outer Space	4	2260		SS	VPX	http://vpuniverse.com/forums/files/category/82-visual-pinball-10-tables/	Pinball58	1.1	2019-03-19
Space Shuttle (Zaccaria 1980)	Zaccaria	1980	Space Exploration	4	3263		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, LuvThatApex, Destruk	1.1	2015-06-25
Space Station (Williams 1987)	Williams	1987	Outer Space	4	2261		SS	VPX	https://www.vpforums.org/index.php?app=downloads	nFozzy, Max, Knorr, Clark Kent, Toxie	1.21	2018-01-21
Space Station - [VR] (Williams 1987)	Williams	1987	Outer Space	4	2261	VR Version, VPVR, VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Rawd, nFozzy, Hmueck, Knorr, Clark Kent, 3rdaxis, Rascal, Steely, Loafer, Randy Davis, Caligula	1.0.0	2020-01-19
Space Time (Bally 1972)	Bally	1972	Outer Space	4	2262		EM	VPX	https://vpinball.com/VPBdownloads/	Bord, Rothbauerw, Manples, HauntFreaks	1.1	2020-10-01
Space Train (MAC S.A. 1987)	MAC S.A.	1987	Outer Space - Fantasy	4	3895		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Mfuegemann	1.0	2016-04-02
Space Train (MAC S.A. 1987)	MAC S.A.	1987	Outer Space - Fantasy	4	3895		SS	VPX	https://vpinball.com/VPBdownloads/	Goldchicco, Mfuegemann, 32assassin	1.1	2020-07-30
Space Walk (Gottlieb 1979)	Gottlieb	1979	Outer Space	2	2263		EM	VPX	https://vpinball.com/VPBdownloads/	BorgDog	2.0	2017-03-08
SpaceRamp (Original 2020)	Original	2020	Outer Space				SS	VPX	https://vpinball.com/VPBdownloads/	Supered	0.9.50	2020-09-16
Spanish Eyes (Williams 1972)	Williams	1972	Dancing - Music - Women - World Places	1	2265	FSS (Full Single Screen) MOD	EM	VPX	https://vpinball.com/VPBdownloads/	Arconovum, Bord	2.0 FSS Rev. R2.5	2018-11-18
Spanish Eyes (Williams 1972)	Williams	1972	Dancing - Music - Women - World Places	1	2265		EM	VPX	https://vpinball.com/VPBdownloads/	Jbg4208, BorgDog, Popette, HauntFreaks	1.5	2016-11-22
Spanish Eyes (Williams 1972)	Williams	1972	Dancing - Music - Women - World Places	1	2265	MOD	EM	VPX	https://vpinball.com/VPBdownloads/	Bord, Jbg4208, BorgDog, Popette, HauntFreaks	1.1a	2019-06-05
Speakeasy (Playmatic 1977)	Playmatic	1977	American History - Cards - Gambling	4	2269		EM	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Pedator, Stat, nFozzy, Rothbauerw, Loserman76	1.1.1	2020-04-28
Speakeasy (Bally 1982)	Bally	1982	American History	2	2270		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Tab, JPSalas	1.0	2016-05-15
Speakeasy 4 (Bally 1982)	Bally	1982	American History	4	4342		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, JPSalas	1.1	2015-05-11
Special Force (Bally 1986)	Bally	1986		4	2272		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Tab, Destruk, Lio	1.3	2015-05-06
Spectrum (Bally 1982)	Bally	1982	Fantasy	4	2274		SS	VPX	https://www.vpforums.org/index.php?app=downloads	32assassin	1.0	2017-03-22
Spectrum (Bally 1982)	Bally	1982	Fantasy	4	2274	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Arconovum, 32assassin	1.0 FSS Rev. R2.5	2019-01-20
Speed Racer (Original 2017)	Original	2017		2		Reskin of Jungle Princess (Gottlieb 1977)	EM	VPX	See Spreadsheet	Hursty	1.0	2018-09-04
Speed Test (Taito do Brasil 1982)	Taito do Brasil	1982	Sports - Auto Racing	4	4589		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Carlos Guizzo, Akiles50000, Pmax65	2.0.0	2019-12-13
Speedway (Gottlieb 1933)	Gottlieb	1933	Sports - Auto Racing	1	4932		PM	VP9	https://www.vpforums.org/index.php?app=downloads	Rosve, Druadic	1.1.1	2012-02-26
Spider-Man (Stern 2007)	Stern	2007	Licensed - Comics - Superheroes	4	5237		SS	VPX	Not Available	Alessio	3.0	2018-01-10
Spider-Man (Stern 2007)	Stern	2007	Licensed - Comics - Superheroes	4	5237		SS	VPX	http://vpuniverse.com/forums/files/category/82-visual-pinball-10-tables/	Ninuzzu, 85Vett, Alessio, Dark, Zany, Javier1515, JPSalas, Gtxjoe, Shoopity	1.1	2016-01-24
Spider-Man - [VR] (Stern 2007)	Stern	2007	Licensed - Comics - Superheroes	4	5237	VR Version, VPVR, VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Senseless, Alessio, 3rdaxis, Stuzza, Caligula	1.0	2019-12-24
Spider-Man (Vault Edition) (Stern 2016)	Stern	2016	Licensed - Comics - Superheroes	4	6328		SS	VPX	Not Available	Alessio	2.2	
Spider-Man Classic (Original 2020)	Original	2020	Licensed - Comics - Superheroes	4		Mod of Alessio's Spider-Man (Stern 2007)	SS	VPX	https://vpinball.com/VPBdownloads/	Siggi, Alessio, Thalamus, Robertms, Kds70	1.2.1	2020-05-20
Spider-Man Classic (Vault Edition) (Stern 2016)	Stern	2016	Licensed - Comics - Superheroes	4		Mod of Alessio's Spider-Man (Vault Edition) (Stern 2007)	SS	VPX	https://vpinball.com/VPBdownloads/	Siggi, Alessio, Thalamus, Robertms, Kds70	1.2.1	2020-05-20
