This is the complete list of games supported by PinMAME 3.2 [MAME 0.76] (Oct  5 2019).

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Guns N' Roses (3.00)             |  Yes  |  Yes  |  Yes  |  Yes  | gnr_300  |
| Guns N' Roses (3.00 French)      |  Yes  |  Yes  |  Yes  |  Yes  | gnr_300f |
| Guns N' Roses (3.00 Dutch)       |  Yes  |  Yes  |  Yes  |  Yes  | gnr_300d |
| Halley Comet                     |  Yes  |  Yes  |  Yes  |  Yes  | halley   |
| Halley Comet (alternate set)     |  Yes  |  Yes  |  Yes  |  Yes  | halleya  |
| Hang-On                          |  Yes  |  Yes  |  Yes  |  Yes  | hangon   |
| Hardbody                         |  Yes  |  Yes  |  Yes  |  Yes  | hardbody |
| Hardbody (German)                |  Yes  |  Yes  |  Yes  |  Yes  | hardbdyg |
| Harlem Globetrotters             |  Yes  |  Yes  | Yes(2)|  Yes  | hglbtrtr |
| Harlem Globetrotters (7-digit con|  Yes  |  Yes  | Yes(2)|  Yes  | hglbtrtb |
| Harley-Davidson (Stern, 1.08)    |  Yes  |  Yes  |  Yes  |  Yes  | harl_a18 |
| Harley-Davidson (Stern, 1.08 Fren|  Yes  |  Yes  |  Yes  |  Yes  | harl_f18 |
| Harley-Davidson (Stern, 1.08 Germ|  Yes  |  Yes  |  Yes  |  Yes  | harl_g18 |
| Harley-Davidson (L-1)            |  Yes  |  Yes  | Yes(2)|  Yes  | hd_l1    |
| Harley-Davidson (Stern, 1.08 Ital|  Yes  |  Yes  |  Yes  |  Yes  | harl_i18 |
| Harley-Davidson (Stern, 4.00 Ital|  Yes  |  Yes  |  Yes  |  Yes  | harl_i40 |
| Harley-Davidson (Stern, 1.08 Span|  Yes  |  Yes  |  Yes  |  Yes  | harl_l18 |
| Harley-Davidson (Sega, 1.03 Spani|  Yes  |  Yes  |  Yes  |  Yes  | harl_l13 |
| Harley-Davidson (Sega, 1.03 Itali|  Yes  |  Yes  |  Yes  |  Yes  | harl_i13 |
| Harley-Davidson (Sega, 1.03 Germa|  Yes  |  Yes  |  Yes  |  Yes  | harl_g13 |
| Harley-Davidson (Sega, 1.03 Frenc|  Yes  |  Yes  |  Yes  |  Yes  | harl_f13 |
| Harley-Davidson (Sega, 1.03 Engli|  Yes  |  Yes  |  Yes  |  Yes  | harl_u13 |
| Harley-Davidson (Sega, 1.03)     |  Yes  |  Yes  |  Yes  |  Yes  | harl_a13 |
| Harley-Davidson (Stern, 3.00 Span|  Yes  |  Yes  |  Yes  |  Yes  | harl_l30 |
| Harley-Davidson (Stern, 3.00 Fren|  Yes  |  Yes  |  Yes  |  Yes  | harl_f30 |
| Harley-Davidson (D-1 LED Ghost Fi|  Yes  |  Yes  | Yes(2)|  Yes  | hd_d1    |
| Harley-Davidson (L-2)            |  Yes  |  Yes  | Yes(2)|  Yes  | hd_l2    |
| Harley-Davidson (D-2 LED Ghost Fi|  Yes  |  Yes  | Yes(2)|  Yes  | hd_d2    |
| Harley-Davidson (Sega, 1.03, Disp|  Yes  |  Yes  |  Yes  |  Yes  | harl_a10 |
| Harley-Davidson (Stern, 4.00 Span|  Yes  |  Yes  |  Yes  |  Yes  | harl_l40 |
| Harley-Davidson (Stern, 3.00 Ital|  Yes  |  Yes  |  Yes  |  Yes  | harl_i30 |
| Harley-Davidson (Stern, 3.00 Germ|  Yes  |  Yes  |  Yes  |  Yes  | harl_g30 |
| Harley-Davidson (L-3)            |  Yes  |  Yes  | Yes(2)|  Yes  | hd_l3    |
| Harley-Davidson (Stern, 4.00)    |  Yes  |  Yes  |  Yes  |  Yes  | harl_a40 |
| Harley-Davidson (Stern, 4.00 Germ|  Yes  |  Yes  |  Yes  |  Yes  | harl_g40 |
| Harley-Davidson (D-3 LED Ghost Fi|  Yes  |  Yes  | Yes(2)|  Yes  | hd_d3    |
| Harley-Davidson (Stern, 4.00 Fren|  Yes  |  Yes  |  Yes  |  Yes  | harl_f40 |
| Harley-Davidson (Stern, 3.00)    |  Yes  |  Yes  |  Yes  |  Yes  | harl_a30 |
| Haunted Hotel                    |  Yes  |  Yes  |  Yes  |  Yes  | hhotel   |
| Haunted House (rev. 1)           |  Yes  |  Yes  | Yes(2)|  Yes  | hh_1     |
| Haunted House (rev. 3 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_3     |
| Haunted House (rev. 3 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_3a    |
| Haunted House (rev. 3 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_3b    |
| Haunted House (rev. 4 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_4     |
| Haunted House (rev. 2, 7-digit co|  Yes  |  Yes  | Yes(2)|  Yes  | hh7      |
| Haunted House (rev. 4 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_4b    |
| Haunted House (rev. 4 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_4a    |
| Haunted House (rev. 2)           |  Yes  |  Yes  | Yes(2)|  Yes  | hh       |
| Hawkman                          |  Yes  |  Yes  | Yes(2)|  Yes  | hawkman  |
| Hawkman (alternate set)          |  Yes  |  Yes  | Yes(2)|  Yes  | hawkman1 |
| Hearts & Spades                  |  Yes  |  Yes  |  Yes  |  Yes  | heartspd |
| Heavy Metal                      |  Yes  |  Yes  |Partial|  Yes  | heavymtl |
| Heavy Metal Meltdown             |  Yes  |  Yes  |  Yes  |  Yes  | hvymetal |
| Heavy Metal Meltdown (German)    |  Yes  |  Yes  |  Yes  |  Yes  | hvymetag |
| Hercules                         |  Yes  |  Yes  |  Yes  |  Yes  | hercules |
| High Roller Casino (3.00 Italian)|  Yes  |  Yes  |  Yes  |  Yes  | hirol_it |
| High Roller Casino (3.00 French) |  Yes  |  Yes  |  Yes  |  Yes  | hirol_fr |
| High Roller Casino (2.10 German) |  Yes  |  Yes  |  Yes  |  Yes  | hirol_gr |
| High Roller Casino (3.00)        |  Yes  |  Yes  |  Yes  |  Yes  | hirolcas |
| High Roller Casino (2.10)        |  Yes  |  Yes  |  Yes  |  Yes  | hirol210 |
| High Roller Casino (3.00 German) |  Yes  |  Yes  |  Yes  |  Yes  | hirol_g3 |
| High Roller Casino (3.00 TEST BUI|  Yes  |  Yes  |  Yes  |  Yes  | hirolcat |
| High Speed (L-4C Competition MOD)|  Yes  |  Yes  | Yes(2)|  Yes  | hs_l4c   |
| High Speed (L-3)                 |  Yes  |  Yes  | Yes(2)|  Yes  | hs_l3    |
| High Speed (L-4)                 |  Yes  |  Yes  | Yes(2)|  Yes  | hs_l4    |
| Hoe Down                         |  Yes  |  Yes  |  Yes  |  Yes  | hoedown  |
| Hollywood Heat (Free Play)       |  Yes  |  Yes  | Yes(2)|  Yes  | hlywdhfp |
| Hollywood Heat                   |  Yes  |  Yes  | Yes(2)|  Yes  | hlywoodh |
| Hollywood Heat (German Free Play)|  Yes  |  Yes  | Yes(2)|  Yes  | hlywhgfp |
| Hollywood Heat (German)          |  Yes  |  Yes  | Yes(2)|  Yes  | hlywodhg |
| Hollywood Heat (French Free Play)|  Yes  |  Yes  | Yes(2)|  Yes  | hlywhffp |
| Hollywood Heat (French)          |  Yes  |  Yes  | Yes(2)|  Yes  | hlywodhf |
| Hook (5.00 unofficial MOD)       |  Yes  |  Yes  |  Yes  |  Yes  | hook_500 |
| Hook (4.04)                      |  Yes  |  Yes  |  Yes  |  Yes  | hook_404 |
| Hook (4.08)                      |  Yes  |  Yes  |  Yes  |  Yes  | hook_408 |
| Hook (5.01 unofficial MOD)       |  Yes  |  Yes  |  Yes  |  Yes  | hook_501 |
| Hook (4.01 with Prototype Sound) |  Yes  |  Yes  |  Yes  |  Yes  | hook_401p |
| Hook (4.01)                      |  Yes  |  Yes  |  Yes  |  Yes  | hook_401 |
| Hoops                            |  Yes  |  Yes  | Yes(2)|  Yes  | hoops    |
| Hot Doggin (modified rules rev. 2|  Yes  |  Yes  |  Yes  |  Yes  | hotdogga |
| Hot Doggin (7-digit conversion)  |  Yes  |  Yes  |  Yes  |  Yes  | hotdoggb |
| Hot Doggin                       |  Yes  |  Yes  |  Yes  |  Yes  | hotdoggn |
| Hot Fire Birds                   |   No  |  Yes  |  Yes  |  Yes  | firebird |
| Hot Hand                         |  Yes  |  Yes  | Yes(2)|  Yes  | hothand  |
| Hot Hand (Free Play)             |  Yes  |  Yes  | Yes(2)|  Yes  | hothanfp |
| Hot Shot Basketball (P-9 LED Ghos|  Yes  |  Yes  | Yes(2)|  Yes  | hshot_p9 |
| Hot Shot Basketball (P-8 Prototyp|  Yes  |  Yes  | Yes(2)|  Yes  | hshot_p8 |
| Hot Shots (German)               |  Yes  |  Yes  | Yes(2)|  Yes  | hotshotg |
| Hot Shots (French)               |  Yes  |  Yes  | Yes(2)|  Yes  | hotshotf |
| Hot Shots                        |  Yes  |  Yes  | Yes(2)|  Yes  | hotshots |
| Hot Shots (French Free Play)     |  Yes  |  Yes  | Yes(2)|  Yes  | hotshffp |
| Hot Shots (Free Play)            |  Yes  |  Yes  | Yes(2)|  Yes  | hotshtfp |
| Hot Shots (German Free Play)     |  Yes  |  Yes  | Yes(2)|  Yes  | hotshgfp |
| Hot Tip (L-1)                    |  Yes  |  Yes  |  Yes  |  Yes  | httip_l1 |
| Hot Wheels                       |  Yes  |  Yes  |Partial|  Yes  | hotwheel |
| House of Diamonds                |  Yes  |  Yes  |  Yes  |  Yes  | hod      |
| Howzat                           |  Yes  |  Yes  |  Yes  |  Yes  | howzat   |
| Hurricane (L-2)                  |  Yes  |  Yes  | Yes(2)|  Yes  | hurr_l2  |
| Hurricane (D-2 LED Ghost Fix)    |  Yes  |  Yes  | Yes(2)|  Yes  | hurr_d2  |
| Hustler                          |  Yes  |  Yes  |   No  |  Yes  | hustler  |
| HyperBall (L-2)                  |  Yes  |  Yes  | Yes(2)|  Yes  | hypbl_l2 |
| HyperBall (L-3)                  |  Yes  |  Yes  | Yes(2)|  Yes  | hypbl_l3 |
| HyperBall (L-6 Bootleg High score|  Yes  |  Yes  | Yes(2)|  Yes  | hypbl_l6 |
| HyperBall (L-4)                  |  Yes  |  Yes  | Yes(2)|  Yes  | hypbl_l4 |
| HyperBall (L-5 Bootleg High score|  Yes  |  Yes  | Yes(2)|  Yes  | hypbl_l5 |
| ID4: Independence Day (2.02 Frenc|  Yes  |  Yes  |  Yes  |  Yes  | id4f     |
| ID4: Independence Day (2.02)     |  Yes  |  Yes  |  Yes  |  Yes  | id4      |
| ID4: Independence Day (2.01)     |  Yes  |  Yes  |  Yes  |  Yes  | id4_201  |
| ID4: Independence Day (2.01 Frenc|  Yes  |  Yes  |  Yes  |  Yes  | id4_201f |
| Ice Cold Beer                    |   No  |  Yes  |  Yes  |  Yes  | icecold  |
| Ice Cold Beer (Free Play)        |   No  |  Yes  |  Yes  |  Yes  | icecoldf |
| Ice Fever                        |  Yes  |  Yes  | Yes(2)|  Yes  | icefever |
| Incredible Hulk, The             |  Yes  |  Yes  | Yes(2)|  Yes  | hulk     |
| Indiana Jones (V1.16 German)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_116g |
| Indiana Jones (V2.1)             |  Yes  |  Yes  |  Yes  |  Yes  | ij4_210  |
| Indiana Jones (V1.14 German)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_114g |
| Indiana Jones (V2.1 French)      |  Yes  |  Yes  |  Yes  |  Yes  | ij4_210f |
| Indiana Jones (V1.14 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_114i |
| Indiana Jones (V1.16 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_116i |
| Indiana Jones (V1.14 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_114l |
| Indiana Jones (V1.16 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_116l |
| Indiana Jones (V1.16 French)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_116f |
| Indiana Jones (V1.13 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_113l |
| Indiana Jones (V1.13 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_113i |
| Indiana Jones (V1.13 German)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_113g |
| Indiana Jones (V1.13 French)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_113f |
| Indiana Jones (V1.14)            |  Yes  |  Yes  |  Yes  |  Yes  | ij4_114  |
| Indiana Jones (V1.13)            |  Yes  |  Yes  |  Yes  |  Yes  | ij4_113  |
| Indiana Jones (V1.16)            |  Yes  |  Yes  |  Yes  |  Yes  | ij4_116  |
| Indiana Jones (V1.14 French)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_114f |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_lg7   |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_d7    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_d6    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_d3    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_p2    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_l3    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_d5    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_l7    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_l4    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_dg7   |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_d4    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_h1    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_l5    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_i1    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_l6    |
| Indianapolis 500 (1.0R)          |  Yes  |  Yes  | Yes(2)|  Yes  | i500_10r |
| Indianapolis 500 (1.1 Belgian)   |  Yes  |  Yes  | Yes(2)|  Yes  | i500_11b |
| Indianapolis 500 (1.1R)          |  Yes  |  Yes  | Yes(2)|  Yes  | i500_11r |
| Io Moon                          |   No  |  Yes  |  Yes  |  Yes  | iomoon   |
| Iron Balls                       |  Yes  |  Yes  |  Yes  |  Yes  | ironball |
| Iron Maiden                      |  Yes  |  Yes  | Yes(2)|  Yes  | ironmaid |
| Iron Maiden (Free Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | ironmafp |
| Iron Man (V1.4)                  |  Yes  |  Yes  |  Yes  |  Yes  | im_140   |
| Iron Man (V1.83)                 |  Yes  |  Yes  |  Yes  |  Yes  | im_183   |
| Iron Man (V1.82)                 |  Yes  |  Yes  |  Yes  |  Yes  | im_182   |
| Iron Man (V1.6)                  |  Yes  |  Yes  |  Yes  |  Yes  | im_160   |
| Iron Man (V1.2)                  |  Yes  |  Yes  |  Yes  |  Yes  | im_120   |
| Iron Man (V1.81)                 |  Yes  |  Yes  |  Yes  |  Yes  | im_181   |
| Iron Man (V1.0)                  |  Yes  |  Yes  |  Yes  |  Yes  | im_100   |
| Iron Man (V1.1)                  |  Yes  |  Yes  |  Yes  |  Yes  | im_110   |
| Iron Man Vault Edition (V1.83)   |  Yes  |  Yes  |  Yes  |  Yes  | im_183ve |
| Jack*Bot (0.4A Prototype)        |  Yes  |  Yes  | Yes(2)|  Yes  | jb_04a   |
| Jack*Bot (1.01B Belgish/Canadian |  Yes  |  Yes  | Yes(2)|  Yes  | jb_101b  |
| Jack*Bot (1.0B Belgish/Canadian) |  Yes  |  Yes  | Yes(2)|  Yes  | jb_10b   |
| Jack*Bot (1.0R)                  |  Yes  |  Yes  | Yes(2)|  Yes  | jb_10r   |
| Jack*Bot (1.01R LED Ghost Fix)   |  Yes  |  Yes  | Yes(2)|  Yes  | jb_101r  |
| Jacks to Open                    |  Yes  |  Yes  | Yes(2)|  Yes  | jack2opn |
| James Bond (3/5-Ball)            |  Yes  |  Yes  | Yes(2)|  Yes  | jamesb2  |
| James Bond (Timed Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | jamesb   |
| James Bond (3/5-Ball, 7-digit con|  Yes  |  Yes  | Yes(2)|  Yes  | jamesb7b |
| James Bond (Timed Play, 7-digit c|  Yes  |  Yes  | Yes(2)|  Yes  | jamesb7  |
| Johnny Mnemonic (1.2B Belgian)   |  Yes  |  Yes  | Yes(2)|  Yes  | jm_12b   |
| Johnny Mnemonic (0.5R)           |  Yes  |  Yes  | Yes(2)|  Yes  | jm_05r   |
| Johnny Mnemonic (1.2R)           |  Yes  |  Yes  | Yes(2)|  Yes  | jm_12r   |
| Joker Poker                      |  Yes  |  Yes  | Yes(2)|  Yes  | jokrpokr |
| Jokerz (L-6)                     |  Yes  |  Yes  |Part(2)|  Yes  | jokrz_l6 |
| Jokerz (L-3)                     |  Yes  |  Yes  |Part(2)|  Yes  | jokrz_l3 |
| Jokerz (G-4 German)              |  Yes  |  Yes  |Part(2)|  Yes  | jokrz_g4 |
| Jolly Park                       |  Yes  |  Yes  |  Yes  |  Yes  | jolypark |
| Joust (L-2)                      |  Yes  |  Yes  | Yes(2)|  Yes  | jst_l2   |
| Joust (L-1)                      |  Yes  |  Yes  | Yes(2)|  Yes  | jst_l1   |
| Judge Dredd (D-1 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | jd_d1    |
| Judge Dredd (L-4)                |  Yes  |  Yes  | Yes(2)|  Yes  | jd_l4    |
| Judge Dredd (L-6)                |  Yes  |  Yes  | Yes(2)|  Yes  | jd_l6    |
| Judge Dredd (L-1)                |  Yes  |  Yes  | Yes(2)|  Yes  | jd_l1    |
| Judge Dredd (L-7)                |  Yes  |  Yes  | Yes(2)|  Yes  | jd_l7    |
| Judge Dredd (D-7 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | jd_d7    |
| Judge Dredd (D-4 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | jd_d4    |
| Judge Dredd (L-5)                |  Yes  |  Yes  | Yes(2)|  Yes  | jd_l5    |
| Judge Dredd (D-5 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | jd_d5    |
| Judge Dredd (D-6 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | jd_d6    |
| Jungle Lord (L-2)                |  Yes  |  Yes  | Yes(2)|  Yes  | jngld_l2 |
| Jungle Lord (L-1)                |  Yes  |  Yes  | Yes(2)|  Yes  | jngld_l1 |
| Jungle Lord New Tricks           |  Yes  |  Yes  | Yes(2)|  Yes  | jngld_nt |
| Junk Yard (0.3 Prototype)        |  Yes  |  Yes  | Yes(2)|  Yes  | jy_03    |
| Junk Yard (1.2C Competition MOD) |  Yes  |  Yes  | Yes(2)|  Yes  | jy_12c   |
| Junk Yard (1.1)                  |  Yes  |  Yes  | Yes(2)|  Yes  | jy_11    |
| Junk Yard (1.2)                  |  Yes  |  Yes  | Yes(2)|  Yes  | jy_12    |
| Jurassic Park (5.13)             |  Yes  |  Yes  |  Yes  |  Yes  | jupk_513 |
| Jurassic Park (6.00 unofficial MO|  Yes  |  Yes  |  Yes  |  Yes  | jupk_600 |
| Jurassic Park (5.01)             |  Yes  |  Yes  |  Yes  |  Yes  | jupk_501 |
| Jurassic Park (5.01 German)      |  Yes  |  Yes  |  Yes  |  Yes  | jupk_g51 |
| KZ-26                            |  Yes  |  Yes  |  Yes  |  Yes  | kz26     |
| Kidnap                           |  Yes  |  Yes  |  Yes  |  Yes  | kidnap   |
| King Kong (1.0)                  |  Yes  |  Yes  |  Yes  |  Yes  | kiko_a10 |
| King Kong (LTD)                  |  Yes  |  Yes  |   No  |  Yes  | kkongltd |
| King Tut (Shuffle) (L-1)         |  Yes  |  Yes  | Yes(2)|  Yes  | kingt_l1 |
| Kingpin (Beta 1.05)              |  Yes  |  Yes  |  Yes  |  Yes  | kpb105   |
| Kings of Steel                   |  Yes  |  Yes  |  Yes  |  Yes  | kosteel  |
| Kings of Steel (Free Play)       |  Yes  |  Yes  |  Yes  |  Yes  | kosteela |
| Kiss (Prototype v.2)             | No(1) |  Yes  |  Yes  |  Yes  | kissp2   |
| Kiss (7-digit Free Play rev. 3)  |  Yes  |  Yes  | Yes(2)|  Yes  | kissc    |
| Kiss (7-digit conversion rev. 20)|  Yes  |  Yes  | Yes(2)|  Yes  | kissb    |
| Kiss                             |  Yes  |  Yes  | Yes(2)|  Yes  | kiss     |
| Kiss (/10 Free Play)             |  Yes  |  Yes  | Yes(2)|  Yes  | kissd    |
| Kiss (Prototype)                 | No(1) |  Yes  |  Yes  |  Yes  | kissp    |
| Krull                            |  Yes  |  Yes  | Yes(2)|  Yes  | krull    |
| L'Hexagone                       |  Yes  |  Yes  |Partial|  Yes  | hexagone |
| Lady Luck                        |  Yes  |  Yes  |  Yes  |  Yes  | ladyluck |
| Lady Luck (Taito)                |  Yes  |  Yes  | Yes(2)|  Yes  | ladylukt |
| Lady Sharpshooter                |  Yes  |  Yes  | Yes(2)|  Yes  | ladyshot |
| Lady Sharpshooter (alternate set)|  Yes  |  Yes  | Yes(2)|  Yes  | ldyshot2 |
| Lap By Lap                       |  Yes  |  Yes  |  Yes  |  Yes  | lapbylap |
| Laser Ball (T-2 Ted Estes)       |  Yes  |  Yes  | Yes(2)|  Yes  | lzbal_t2 |
| Laser Ball (L-2)                 |  Yes  |  Yes  | Yes(2)|  Yes  | lzbal_l2 |
| Laser Cue (L-2)                  |  Yes  |  Yes  | Yes(2)|  Yes  | lsrcu_l2 |
| Laser Cue (L-3)                  |  Yes  |  Yes  | Yes(2)|  Yes  | lsrcu_l3 |
| Laser War (8.3)                  |  Yes  |  Yes  |  Yes  |  Yes  | lwar_a83 |
| Laser War (8.1)                  |  Yes  |  Yes  |  Yes  |  Yes  | lwar_a81 |
| Laser War (9.0 Europe)           |  Yes  |  Yes  |  Yes  |  Yes  | lwar_e90 |
| Last Action Hero (1.04 Spanish)  |  Yes  |  Yes  |  Yes  |  Yes  | lah_l104 |
| Last Action Hero (1.10)          |  Yes  |  Yes  |  Yes  |  Yes  | lah_110  |
| Last Action Hero (1.08 Spanish)  |  Yes  |  Yes  |  Yes  |  Yes  | lah_l108 |
| Last Action Hero (1.06 Canadian) |  Yes  |  Yes  |  Yes  |  Yes  | lah_c106 |
| Last Action Hero (1.12)          |  Yes  |  Yes  |  Yes  |  Yes  | lah_112  |
| Last Action Hero (1.13 unofficial|  Yes  |  Yes  |  Yes  |  Yes  | lah_113  |
| Last Lap                         |  Yes  |  Yes  |  Yes  |  Yes  | lastlap  |
| Lazer Lord (Prototype)           |  Yes  |  Yes  | Yes(2)|  Yes  | lazrlord |
| Le King                          |   No  |  Yes  |  Yes  |  Yes  | leking   |
| League Champ (1.1)               |  Yes  |  Yes  | Yes(2)|  Yes  | lc_11    |
| Lectronamo (Free Play)           |  Yes  |  Yes  | Yes(2)|  Yes  | lectrofp |
| Lectronamo                       |  Yes  |  Yes  | Yes(2)|  Yes  | lectrono |
| Lethal Weapon 3 (2.08p, Voices Mo|  Yes  |  Yes  |  Yes  |  Yes  | lw3_208p |
| Lethal Weapon 3 (2.05)           |  Yes  |  Yes  |  Yes  |  Yes  | lw3_205  |
| Lethal Weapon 3 (2.07 Canadian)  |  Yes  |  Yes  |  Yes  |  Yes  | lw3_207  |
| Lethal Weapon 3 (2.08)           |  Yes  |  Yes  |  Yes  |  Yes  | lw3_208  |
| Lethal Weapon 3 (2.00)           |  Yes  |  Yes  |  Yes  |  Yes  | lw3_200  |
| Lethal Weapon 3 (2.03)           |  Yes  |  Yes  |  Yes  |  Yes  | lw3_203  |
| Lightning (Free Play)            |  Yes  |  Yes  | Yes(2)|  Yes  | lightnfp |
| Lightning                        |  Yes  |  Yes  | Yes(2)|  Yes  | lightnin |
| Lights, Camera, Action           |  Yes  |  Yes  | Yes(2)|  Yes  | lca      |
| Lights, Camera, Action (rev. 2)  |  Yes  |  Yes  | Yes(2)|  Yes  | lca2     |
| Locomotion                       |  Yes  |  Yes  |Partial|  Yes  | locomotn |
| Lord of the Rings, The (6.00 Fren|  Yes  |  Yes  |  Yes  |  Yes  | lotr_fr6 |
| Lord of the Rings, The (6.00 Span|  Yes  |  Yes  |  Yes  |  Yes  | lotr_sp6 |
| Lord of the Rings, The (6.00 Germ|  Yes  |  Yes  |  Yes  |  Yes  | lotr_gr6 |
| Lord of the Rings, The (6.00)    |  Yes  |  Yes  |  Yes  |  Yes  | lotr6    |
| Lord of the Rings, The (5.00)    |  Yes  |  Yes  |  Yes  |  Yes  | lotr5    |
| Lord of the Rings, The (5.00 Germ|  Yes  |  Yes  |  Yes  |  Yes  | lotr_gr5 |
| Lord of the Rings, The (5.00 Span|  Yes  |  Yes  |  Yes  |  Yes  | lotr_sp5 |
| Lord of the Rings, The (5.00 Fren|  Yes  |  Yes  |  Yes  |  Yes  | lotr_fr5 |
| Lord of the Rings, The (5.00 Ital|  Yes  |  Yes  |  Yes  |  Yes  | lotr_it5 |
| Lord of the Rings, The (7.00 Ital|  Yes  |  Yes  |  Yes  |  Yes  | lotr_it7 |
| Lord of the Rings, The (8.00 Span|  Yes  |  Yes  |  Yes  |  Yes  | lotr_sp8 |
| Lord of the Rings, The (6.00 Ital|  Yes  |  Yes  |  Yes  |  Yes  | lotr_it6 |
| Lord of the Rings, The (7.00 Span|  Yes  |  Yes  |  Yes  |  Yes  | lotr_sp7 |
| Lord of the Rings, The (7.00 Germ|  Yes  |  Yes  |  Yes  |  Yes  | lotr_gr7 |
| Lord of the Rings, The (7.00)    |  Yes  |  Yes  |  Yes  |  Yes  | lotr7    |
| Lord of the Rings, The (8.00 Ital|  Yes  |  Yes  |  Yes  |  Yes  | lotr_it8 |
| Lord of the Rings, The (4.10)    |  Yes  |  Yes  |  Yes  |  Yes  | lotr41   |
| Lord of the Rings, The (8.00 Fren|  Yes  |  Yes  |  Yes  |  Yes  | lotr_fr8 |
| Lord of the Rings, The (8.00 Germ|  Yes  |  Yes  |  Yes  |  Yes  | lotr_gr8 |
